gm,wm,csf,brain
14.1688081,62.25060381,2.108728436,14.66259962
13.9640569,61.23661328,2.697350093,14.70483615
8.39918169,36.39588522,7.950787005,14.77883701
39.05259181,61.20845982,2.779080393,14.77486332
72.95577494,49.2483509,12.29609867,14.63873816
69.4567326,36.9306422,17.78028217,14.61250108
96.58050513,34.26844762,9.117656242,13.93853898
94.34534276,27.04320346,12.30793147,14.38765695
107.4570857,39.80869527,5.251406544,14.20179273
14.71973573,14.3201003,9.639985921,14.13306177
14.73925763,7.504954411,2.657592645,14.41775691
14.74761944,7.417826534,3.483883362,14.71792157
14.5628689,5.711017142,4.236515572,14.61599911
14.54826739,13.52360445,2.941296768,14.68058577
13.68994598,3.860047247,3.616931166,14.5631657
14.21435026,2.536247619,2.650609735,14.62334677
14.54133995,2.416968287,4.406183365,14.44191143
14.46640873,2.094153678,11.15819115,14.45159294
14.57486726,119.3971159,11.75389273,14.46982807
14.51864027,95.98883615,10.52368794,14.40659396
14.63618129,98.35929799,7.820884775,14.73373811
14.58462091,96.05731672,3.427926719,10.55994189
14.51412673,99.18634344,2.784624353,43.50711728
14.49869375,102.1875391,2.499240504,99.75817007
13.89693219,111.8463051,7.072762719,105.9479214
10.36916609,95.05877244,4.728256506,100.9779368
10.43961184,100.8434493,5.93576797,105.3605477
41.55032429,75.38206854,5.268459572,106.5828847
131.5659591,71.24829258,3.2887481,89.45784594
106.7323994,81.59826688,2.473506588,14.64856761
103.6884307,77.64069347,4.421148464,14.6491752
77.27965886,102.5999676,3.516090256,14.76062788
87.67026251,108.3812864,2.513015034,14.76127672
14.7199806,100.2816,3.265447626,14.54966014
14.71748286,87.94847799,4.053999422,14.42748753
14.65774011,95.1943906,2.289969191,14.43534518
14.61196556,76.70012958,5.378645135,14.52010225
14.27174494,57.45920706,5.121033831,14.44082753
12.86269504,59.07422837,2.647018493,14.31494943
14.32972996,56.94742754,14.10208899,14.608471
14.50403032,79.72637977,72.44178308,14.55880858
14.47899994,87.7200981,52.45685529,14.61373588
14.59879619,94.48618619,22.52550576,14.60650466
14.5688163,79.27333999,60.18072978,14.60720383
14.56624824,73.71492196,40.82130447,14.52393412
14.57930105,73.50546613,50.35229327,14.61058429
14.48871084,79.28029734,59.67190126,14.46623308
14.64317007,59.32210206,13.2598543,14.49335514
10.41373486,64.74626287,11.857756,14.1688081
10.36833471,85.65428063,20.89004399,13.9640569
30.519483,59.43043909,28.51894673,10.24406823
87.58283136,70.91962242,6.493374097,8.39918169
79.94020636,94.61362976,50.32285035,13.81088581
90.52778564,81.20772114,14.3858783,39.05259181
68.00497416,85.27510372,15.36050572,72.95577494
81.98599313,95.46881285,29.67034407,69.4567326
84.10559976,88.19461969,43.4224736,96.58050513
14.54353384,78.06866982,53.26814509,113.4818078
14.62230375,80.39674552,33.41248386,95.26258911
14.61855939,83.58189534,37.64642033,94.34534276
14.49852347,68.20461638,74.61383861,107.4570857
14.09291505,60.77035932,84.10771028,14.71973573
7.151721427,64.82072539,73.59201235,14.73925763
14.15870831,53.96284097,29.88664798,14.74761944
14.50050303,67.53609237,121.2651865,14.5628689
14.55685298,81.68296817,92.25432454,14.68897067
14.6804467,81.96259845,13.62404423,14.54826739
14.38449549,81.07614366,5.809319498,13.68994598
14.21426636,81.88831667,29.77469411,14.21435026
14.534257,107.7691312,77.15501364,14.54133995
14.44852307,65.76569855,45.96902127,14.46640873
10.32244081,66.38307447,59.25418098,14.57486726
10.46883221,77.69833456,69.4249259,14.51864027
10.27129462,70.58989249,41.30949475,14.63618129
27.89042433,68.10707987,19.48676686,14.58462091
51.93891332,64.97344911,16.16450334,14.56145966
74.36460212,45.87868793,105.266261,14.56418404
86.62805622,63.30801755,97.0000311,14.51412673
114.5855296,78.71426386,2.94008527,14.49869375
91.1366421,86.5329219,20.01247145,13.89693219
95.93568642,81.12620038,46.92849994,10.36916609
14.62933401,53.18161441,63.56242639,10.43961184
14.48808217,64.01914809,43.74139,12.46507754
14.47106055,66.12008292,7.211288889,41.55032429
14.31698773,65.73443728,5.088582076,131.5659591
13.66463451,82.41702254,9.164154641,106.7323994
13.72842002,70.78459677,23.99671247,103.6884307
14.2932847,69.31017976,62.41601146,111.2905825
14.43805259,68.8671906,5.054771961,77.27965886
14.38112393,72.16891881,10.04621794,84.3038833
14.42785157,82.66761818,33.98377721,87.67026251
14.3537254,53.62423053,11.79294113,14.7199806
14.47545903,77.49699171,5.342948374,14.78929585
10.35250053,80.72769431,6.292717559,14.71748286
10.38066688,77.78407162,4.842238127,14.65774011
10.48795442,82.92988314,23.80448902,14.61196556
8.728963377,82.72722898,32.93926335,14.27174494
26.91978012,60.35367065,33.74924637,12.86269504
35.66495044,59.10529278,12.24544735,14.32972996
41.93421837,55.2502691,5.427651805,14.50403032
58.58878282,65.94787026,2.793826648,14.47899994
80.04198789,76.07500947,4.987643274,14.59879619
74.47768738,77.81295528,34.39368525,14.5688163
78.37643033,80.33323587,10.92540992,14.56624824
14.57951289,75.71014906,13.2326133,14.57930105
14.51757086,83.37944528,16.44649127,14.48871084
14.22830094,69.06017073,4.292041215,14.5419938
13.83365694,69.38012599,6.250643715,14.53432991
9.443136108,64.99105646,26.7617268,14.64317007
10.46349894,75.28896657,36.73352371,10.41373486
13.65192226,71.89592335,36.7740257,10.36833471
14.20465786,63.16270805,5.053940105,10.0616788
14.4279299,61.51734417,1.902222003,4.278013801
14.43395791,85.48964157,5.854469874,15.66962656
14.19559722,37.74019783,7.560792245,30.519483
14.42729814,63.57226915,7.932290267,87.58283136
10.43649624,73.21224061,4.108765126,79.94020636
10.29435027,72.68751942,39.71869819,108.0103253
10.26588772,65.31858772,7.739527271,90.52778564
10.23037738,69.14176828,12.77842993,68.00497416
10.29677873,72.02387822,21.57500959,81.98599313
21.57615854,41.58545949,13.0422191,84.10559976
14.0843878,51.13556667,6.385589347,14.54353384
12.3773063,73.32046991,8.843074597,14.61332555
29.54697159,72.77324388,5.622714784,14.62230375
60.51094499,62.41723633,2.953704255,14.61855939
48.72166299,64.79162198,6.197643502,14.49852347
14.34824519,83.38780918,3.278828398,14.09291505
14.56915056,57.35181868,6.036540174,5.619999834
9.764210303,47.9903985,13.13589301,7.151721427
8.41002599,63.40661789,14.45850271,14.15870831
11.31858253,45.65064656,8.689095253,14.50050303
14.22653942,70.71833087,9.976998342,14.55685298
14.04290051,59.24800151,10.65323659,14.6804467
14.25478959,63.10546855,10.79376662,14.44041495
10.22354603,66.43291491,16.88136988,14.38449549
9.646059307,67.70398835,20.32660733,14.21426636
9.656688922,67.53996109,5.305334236,14.534257
10.05366861,62.03515246,11.07782635,14.44852307
11.11163118,23.69593634,5.464911129,10.32244081
8.186785849,35.1134177,7.757156707,10.46883221
3.930407108,59.99031963,5.231751471,10.27129462
2.524451368,59.52719479,6.668847876,9.607878687
11.70955854,60.57119293,8.255599216,8.489327851
35.7045134,64.30321592,21.36592314,7.327067051
23.74545369,57.92874373,7.839411932,10.73676053
12.56325265,22.30037032,9.912029084,21.82873368
6.960867852,62.20953721,11.07345274,27.89042433
10.30854665,57.62869492,12.29410966,51.93891332
14.28692527,60.67958908,3.777352283,74.36460212
9.894827288,65.84542101,13.01913089,86.62805622
6.658311523,57.58326281,7.250375916,114.5855296
4.362900955,30.81371464,6.639514172,91.1366421
4.472269331,26.38662857,7.736352122,95.93568642
4.564950188,40.09018515,1.858629589,88.42646171
4.090450723,37.98105712,6.28213983,14.62933401
3.184699971,42.9854936,2.451944637,14.48808217
12.0980244,36.79818478,7.969710334,14.47106055
16.42046587,9.359134771,5.052912857,14.31698773
2.045088313,20.30482816,12.87975535,14.33710016
11.68974354,13.84070189,9.682254726,4.036908454
4.048413129,14.11893478,7.732682807,4.317758781
2.093526563,2.910317279,7.509059762,13.66463451
2.351848892,7.730069953,2.465595325,13.72842002
12.40797269,4.336035693,8.063497783,14.2932847
3.167809726,88.15729377,6.616002107,14.43805259
2.601846134,8.31304447,3.445128882,14.38112393
4.722108964,9.14340149,2.381087009,14.42785157
20.1142548,110.5211659,4.892506169,14.3537254
18.85703003,106.8033554,5.632818029,14.47545903
50.01096802,116.2344048,7.652526248,10.4515763
106.287418,96.43583605,9.330734374,10.35250053
96.97597859,98.96081298,13.20417929,10.38066688
100.2395817,90.57849087,7.453831604,10.48795442
78.49420844,106.6925303,2.816419919,9.120059017
22.69715012,113.6375269,5.402670755,1.962497575
48.31432736,101.1662147,3.347638489,6.305101241
59.73119978,107.7460342,3.665211358,3.664001894
42.55964951,96.36063304,5.141864457,8.728963377
103.0691785,70.37385416,2.556268373,26.91978012
90.10512082,75.00429492,3.859333118,35.66495044
118.2698907,71.25805677,2.327771518,41.93421837
125.7171099,72.90528275,5.460059762,58.58878282
121.7101884,82.16754233,4.331661809,80.04198789
113.9070544,85.47792175,2.629141518,74.47768738
87.15559238,97.73453763,2.749805926,78.37643033
66.4140533,86.16888671,2.347200486,14.57951289
120.5024498,102.3373089,4.208659027,14.51757086
102.4059964,98.33843391,2.872115269,14.22830094
103.9799576,90.30503402,2.566233628,13.83365694
107.4339404,73.83569826,2.698200833,13.78185618
140.538275,73.25071041,4.740601515,9.443136108
123.4704262,69.07055879,10.80057,10.46349894
88.64248287,77.17770436,8.335325814,13.96393274
44.8963338,81.3753839,3.87232838,13.65192226
70.12244173,82.43249561,3.414783339,14.20465786
129.7134822,68.77540327,2.290887702,14.4279299
116.0919967,62.23097528,4.10682321,14.43395791
107.0060445,69.76440031,3.56785256,14.19559722
109.9677546,81.62135591,6.480097144,14.42729814
127.0084345,89.32744569,48.53281696,10.43649624
113.407262,111.3607524,14.33735291,10.29435027
108.3401455,79.64522055,13.13054822,10.26588772
48.64015653,64.07623225,4.330289427,10.23037738
46.02591029,66.30936671,1.348768549,10.29677873
69.29020241,76.30985883,1.703669903,8.332256228
93.51459404,67.60570858,10.91528255,2.486359215
121.9899197,66.7553539,17.83398091,27.62197886
135.8753637,60.79920328,16.27472542,21.57615854
126.9075278,71.01418078,15.58628404,14.0843878
135.5154114,85.39642505,7.948890708,12.3773063
122.702782,93.39281389,36.32520849,29.54697159
121.4495565,86.231909,8.557587196,60.51094499
109.6580211,87.00633203,46.64255293,48.72166299
73.24374925,62.81672134,21.52716345,14.34824519
107.1260191,67.62773805,22.75191975,14.56915056
115.5456156,65.26805112,24.55610239,9.764210303
98.70092924,67.77752356,30.91454958,10.12593238
123.7833063,56.03276996,7.201265227,14.00683198
46.82957004,60.92874299,2.574586765,12.95979441
58.86365799,80.59862968,26.65904497,12.82157759
74.56713516,114.3524125,35.62833321,14.25804547
91.74564215,86.92344016,13.09158182,8.41002599
127.5174354,75.42064755,23.04451485,11.31858253
112.9701423,88.7539137,16.56268446,14.22653942
101.0574582,68.60065419,37.98643092,14.41060495
119.3512571,54.67645784,16.24892695,14.04290051
123.1627644,50.72737328,6.06941971,14.25478959
105.4724493,52.45859056,2.832385791,10.22354603
101.059183,53.30660392,3.419245656,9.646059307
101.5724068,58.87447591,2.890252835,9.656688922
101.3950635,69.14905436,26.13853781,10.05366861
103.8438863,66.9349791,4.565430336,9.167247118
116.8450034,87.31091286,5.757059318,2.832780751
107.9435419,75.51781769,10.77171201,1.826247997
115.9447602,81.78050621,26.39293628,2.203162519
99.98057566,79.506268,28.11341761,11.11163118
111.7037065,71.00217987,23.80005557,8.186785849
48.72451297,50.12227807,23.19043515,3.930407108
110.4963359,51.85008794,35.31728449,2.524451368
117.1946307,57.55897207,38.21902743,11.70955854
121.0010276,72.70777911,26.67427147,35.7045134
114.5142666,77.27599197,25.68882607,23.74545369
116.9752805,86.17195963,28.09251699,12.56325265
127.6311137,83.51672867,15.03198379,6.960867852
85.93867993,81.86741791,7.369144047,4.540697927
72.04509119,78.12106514,24.71102876,10.30854665
57.12767378,77.59393885,17.16545149,13.91430392
38.77470743,80.99447554,12.10949057,13.16145854
94.84518347,72.8423169,27.87052936,13.79678233
107.2521236,63.2615664,17.14691155,14.42796199
123.1176933,60.76175458,16.33504382,6.12145905
96.76211283,72.48692492,6.666181852,3.151785151
93.14979734,78.11734557,14.56942214,9.820206362
114.2026074,79.47450703,60.03712702,14.18870815
105.620391,74.17000796,32.28706443,14.28692527
124.3906644,90.8280574,19.75263913,9.894827288
88.58808034,74.72052303,8.693777645,6.658311523
109.976002,76.7080583,22.88777725,4.362900955
134.0065974,71.71258123,24.93365848,4.472269331
102.3653252,77.29304376,26.59278933,4.564950188
112.8051919,68.03272172,16.98130222,7.197696004
109.0438261,71.87398617,22.91103368,4.793766237
79.12290464,49.64864464,6.404231811,5.915891683
64.53425219,43.84987844,10.99410856,4.090450723
73.94288567,53.45537615,17.61992965,4.050471545
92.59445329,65.05926353,12.8477002,3.328216643
94.86253321,69.94457079,7.085755089,8.841095624
116.6383714,65.61810997,9.267378123,12.81923854
93.73957091,64.23087659,16.74387127,4.549058518
89.41528276,71.0513617,12.68961431,3.776271049
80.55473212,59.13425995,5.355643933,6.228700314
102.5313817,59.7979171,2.385121483,7.246837255
92.48214213,60.89405113,3.800853746,10.76890086
95.8674699,69.79085563,14.69576418,13.89229462
105.4380243,62.2192556,13.57908246,13.58906748
103.5008025,66.13088443,5.898953215,10.40259073
90.34426294,58.75087449,3.209632552,5.643785534
104.6704772,56.16187773,2.23396885,2.389944497
88.54042828,60.29877626,18.70858152,4.9830608
104.6437615,65.19028259,31.2689906,5.417430516
95.96772084,64.237614,28.40337506,6.086498567
117.7862303,66.23926056,11.48499359,9.935994892
127.9335623,71.94663929,74.47367549,7.518998547
103.3311539,65.26528057,35.63583586,4.670573191
12.62670132,66.16010092,12.15395989,2.467107423
75.26981248,46.44147927,24.86866818,2.647034495
106.4010425,55.28453029,51.21446564,4.947493194
92.17471636,53.63513805,62.67189137,5.487540792
97.31492342,67.20839035,7.889214235,6.513304886
75.52324019,68.5151917,39.66452928,4.031041649
92.20346921,71.60505384,16.6317272,3.332018327
71.23636714,75.4783747,34.26852589,5.230661768
78.81860259,66.02127004,39.19264972,5.216781665
102.5523029,63.67141619,91.63026452,6.022391138
90.73937156,53.62214117,37.8879835,6.520385704
93.67244547,69.02507508,68.58201274,5.197153588
75.5840591,47.0701235,55.5215112,4.239558976
69.69447056,27.87777596,93.02615356,3.722084417
111.025067,63.91847385,50.289321,2.023836211
101.8192943,61.5721932,82.72191426,6.006515623
71.86829203,63.73909176,74.28962207,3.81234304
122.55118,62.25725514,35.50185946,6.87112957
55.70962418,59.29331004,20.91534268,3.853812808
84.82403902,66.90964996,32.11391085,4.436407466
128.5393553,57.99282721,43.41876909,2.810066969
109.6441931,51.47771032,55.89959471,2.190576273
78.80551271,25.24313377,39.6675718,2.015418949
71.21322699,31.15657079,11.1733231,5.867271777
62.46918883,38.78011387,22.85161203,5.001538395
64.48341416,37.45201557,66.18609076,5.296262447
87.71985585,32.9565567,56.45225938,5.532782132
70.5878602,37.12761117,7.794303378,4.807934887
91.22355302,41.53417366,5.311568231,3.123818217
98.63484999,41.10858437,70.86699052,6.11187577
69.36552374,17.99518572,32.50363506,4.064234252
107.5585849,25.95809444,44.98091992,5.094041671
95.01140383,14.4612475,4.006566698,2.775577257
62.49534941,22.47514182,8.917195781,3.596820093
86.32601913,19.19445658,9.261841239,3.00385837
92.71938189,24.59190901,9.968070333,4.457562126
49.14144548,20.99076573,12.47481977,5.322257471
87.45506635,10.24869707,13.12755005,4.330394343
84.42501514,7.89829395,6.6219646,4.707876535
90.43670381,3.94726331,4.899678242,4.002012221
76.1220588,16.32113868,7.991791539,3.588683792
69.2455227,28.5638157,4.219313968,2.665221707
76.86313911,2.597861996,4.757029623,2.30250939
84.05530683,53.06218442,8.880678384,2.918437966
79.25248446,35.56150383,10.34979056,5.183461496
85.47760444,84.81728709,1.990489456,3.924129971
92.84835719,101.3956638,13.66229215,3.483168703
96.8167745,46.67391572,13.00669007,2.391733089
109.5424035,82.47539957,18.07959192,2.108728436
92.86091026,81.21191701,8.51563933,2.697350093
56.04170166,72.74155462,12.88295932,7.950787005
16.8211095,63.53205756,9.024193982,2.779080393
41.96824539,35.70044095,10.34381564,3.184699971
55.86777472,90.17871865,8.905991222,12.29609867
62.90223298,53.42489742,35.33437661,17.78028217
89.42836086,45.63705641,33.89219848,12.0980244
58.03346174,106.068257,6.249059382,9.117656242
63.74681505,115.3057593,4.561372412,16.42046587
67.08334259,126.0606163,7.242956789,12.30793147
62.97395945,123.2025176,33.27962207,5.251406544
51.70250306,116.9963731,62.41953974,9.639985921
64.15502725,112.5495307,82.097457,2.045088313
73.66678456,105.1689385,37.84462639,2.657592645
68.01459959,103.2031428,11.51522308,3.483883362
85.10359067,93.74042278,6.864781122,4.236515572
91.41238635,93.08475612,3.719240263,2.941296768
91.47005194,88.01484288,8.75749748,3.616931166
92.27177067,88.17762292,34.5136628,2.650609735
66.72496653,73.89308746,32.57261719,4.406183365
50.86507948,72.63994698,5.769217366,11.15819115
89.60213247,75.09480248,13.93773757,11.75389273
71.57287684,82.10053501,3.593220068,11.68974354
45.74879208,97.70176592,3.647064261,4.048413129
69.27851394,83.21657572,2.183406681,10.52368794
8.220719717,72.07638418,11.0305854,7.820884775
10.52882269,71.25667362,4.420093451,3.427926719
34.72142682,73.89637371,11.35664468,2.093526563
51.68244402,81.12799961,20.82125002,2.351848892
80.63624286,81.6526402,19.01749667,2.784624353
101.6954991,78.30755682,14.91479947,2.499240504
69.37479845,65.97288044,19.70505269,7.072762719
70.59514207,77.66789636,17.54815369,4.728256506
42.50004302,92.59025143,17.32222108,12.40797269
44.5296125,95.79994439,6.047893108,5.93576797
34.48179119,82.29965986,19.22377066,5.268459572
41.79429654,71.90026641,10.08760835,3.2887481
52.57922093,82.50376677,3.475573626,3.167809726
41.44740544,68.94282413,4.529504899,2.473506588
41.49557996,64.43116183,12.71902647,2.601846134
58.63158258,58.35222832,14.65352073,4.421148464
64.09918066,72.48493413,15.57720466,3.516090256
59.62117765,75.73865704,25.1274184,2.513015034
70.5194182,69.03566522,20.57683953,3.265447626
71.01311749,71.85558889,10.87297768,4.053999422
70.12934168,78.11157729,8.678616754,2.289969191
61.22993344,85.53216994,2.408771674,5.378645135
19.15110148,96.68546214,2.52592985,4.850657159
21.09562265,88.3204916,6.554160018,4.722108964
10.77951993,79.61244894,14.37702239,5.121033831
20.46369651,81.48864646,7.920377837,2.020820711
60.36287924,71.28962606,8.007908006,2.647018493
60.11833933,63.59943177,14.38208235,20.1142548
33.59894379,48.6101149,9.166393993,18.85703003
35.24025735,67.6898663,2.446738662,14.10208899
30.17657264,71.02974456,12.05788361,50.01096802
20.05438248,77.37274864,8.32704751,72.44178308
63.53059172,76.51559262,3.238629265,106.287418
77.96887976,78.31995759,2.250190021,96.97597859
57.5159227,78.42830794,6.744765545,100.2395817
42.10646702,81.0712927,7.795626411,78.49420844
62.69102378,79.2153036,12.64823754,52.45685529
39.67632948,77.43327447,21.09665234,22.52550576
38.77670121,63.06258158,14.01273094,22.69715012
18.67599806,67.40155171,12.15692794,48.31432736
7.456125348,74.83431267,6.413715579,60.18072978
5.409581015,80.34518591,5.790329481,40.82130447
39.90237108,84.09885766,5.441555376,59.73119978
38.21405051,87.39645921,6.986126293,42.55964951
45.69172508,73.66359763,4.453276803,50.35229327
33.14782059,75.5311131,2.012118847,103.0691785
33.56071238,80.99546253,6.546471146,90.10512082
48.30475884,79.27734726,15.82529696,118.2698907
50.15930369,66.76438979,5.685385586,125.7171099
35.1669571,61.95130907,5.699974689,121.7101884
31.33123619,81.75109401,4.79885546,113.9070544
14.12182883,76.15392604,2.671447423,87.15559238
4.150470796,75.60878649,8.602909596,59.67190126
19.63037475,75.64290574,9.035219771,13.2598543
19.5549417,70.92912234,7.600996007,11.857756
28.0725935,71.81490068,10.46092305,66.4140533
28.20471318,71.76568874,4.112191478,120.5024498
31.73649602,64.01116685,2.916223572,102.4059964
12.56872141,61.88910567,6.920070716,103.9799576
7.21244396,79.53678884,3.814552935,107.4339404
50.62578292,76.07538691,3.260916381,140.538275
13.93304708,75.11357951,64.35250528,123.4704262
28.8365529,76.04903556,17.31482128,88.64248287
5.300135035,71.87635086,9.324199743,44.8963338
9.789650118,79.90987125,5.756528669,20.89004399
12.35306134,69.06303521,12.31467345,28.51894673
5.957500694,68.67572557,25.09590303,70.12244173
8.356368978,67.54004153,20.74882808,129.7134822
7.035066271,66.97977347,4.348081642,116.0919967
34.9076206,60.90606952,2.443856902,107.0060445
69.90581227,51.32412185,2.732097883,109.9677546
69.0036525,60.20153262,3.956385208,127.0084345
47.8341353,61.76665986,5.032330755,113.407262
51.24644676,73.78927614,3.734914378,108.3401455
25.6659805,64.30366244,2.886737898,48.64015653
22.80744824,75.66436638,6.464961838,46.02591029
15.72395691,68.92996272,2.115778054,6.493374097
27.58331253,74.46518007,2.131238061,69.29020241
25.14337886,65.96755209,3.296813668,93.51459404
78.15427986,66.39426586,2.591618673,121.9899197
72.14604212,63.90592704,12.79404975,135.8753637
68.51535957,62.16156166,9.453239664,126.9075278
42.26918708,66.26353465,4.824404246,135.5154114
19.12937547,65.98592238,4.770269373,122.702782
7.702348273,66.41298639,1.787247683,121.4495565
8.931606854,57.36127477,1.49137787,109.6580211
13.48841273,63.4652974,5.049286932,50.32285035
17.44071243,64.13598026,6.421772127,14.3858783
14.91410624,51.90068331,56.66971645,15.36050572
17.62882918,52.0923878,22.44939697,29.67034407
25.15564766,24.7007331,2.445733499,43.4224736
